NIST ESTAR Database for Tissue (MUSCLE, SKELETAL (ICRP))
# Energy (MeV)  Collisional (MeV cm^2/g) Radiative (MeV cm^2/g) Total (MeV cm^2/g) Density parameter
1.000E-03	1.184E+02	2.805E-03	1.184E+02	0.000E+00
1.370E-03	9.642E+01	3.039E-03	9.643E+01	0.000E+00
1.890E-03	7.736E+01	3.247E-03	7.736E+01	0.000E+00
2.590E-03	6.184E+01	3.418E-03	6.184E+01	0.000E+00
3.560E-03	4.899E+01	3.561E-03	4.899E+01	0.000E+00
4.890E-03	3.862E+01	3.675E-03	3.863E+01	0.000E+00
6.720E-03	3.032E+01	3.761E-03	3.032E+01	0.000E+00
9.240E-03	2.372E+01	3.823E-03	2.372E+01	0.000E+00
1.270E-02	1.853E+01	3.865E-03	1.854E+01	0.000E+00
1.740E-02	1.451E+01	3.892E-03	1.452E+01	0.000E+00
2.400E-02	1.132E+01	3.911E-03	1.133E+01	0.000E+00
3.290E-02	8.903E+00	3.930E-03	8.907E+00	0.000E+00
4.520E-02	7.029E+00	3.959E-03	7.033E+00	0.000E+00
6.210E-02	5.597E+00	4.011E-03	5.601E+00	0.000E+00
8.530E-02	4.510E+00	4.102E-03	4.514E+00	0.000E+00
1.170E-01	3.695E+00	4.252E-03	3.699E+00	0.000E+00
1.610E-01	3.083E+00	4.495E-03	3.087E+00	0.000E+00
2.210E-01	2.638E+00	4.871E-03	2.643E+00	0.000E+00
3.040E-01	2.318E+00	5.469E-03	2.324E+00	0.000E+00
4.180E-01	2.100E+00	6.409E-03	2.106E+00	0.000E+00
5.740E-01	1.956E+00	7.879E-03	1.964E+00	3.094E-02
7.880E-01	1.866E+00	1.015E-02	1.877E+00	1.421E-01
1.080E+00	1.818E+00	1.361E-02	1.832E+00	3.197E-01
1.490E+00	1.799E+00	1.902E-02	1.818E+00	5.695E-01
2.040E+00	1.802E+00	2.703E-02	1.829E+00	8.742E-01
2.810E+00	1.819E+00	3.925E-02	1.858E+00	1.237E+00
3.860E+00	1.845E+00	5.727E-02	1.902E+00	1.637E+00
5.300E+00	1.876E+00	8.377E-02	1.960E+00	2.068E+00
7.280E+00	1.911E+00	1.226E-01	2.033E+00	2.524E+00
1.000E+01	1.946E+00	1.790E-01	2.125E+00	3.002E+00
